metabolite	name	kegg	chebi
MAM00387	15-epi-lipoxin A5	nan	nan
MAM00388	15-epi-lipoxin B4	nan	nan
MAM00389	15-epi-lipoxin B5	nan	nan
MAM00390	15H-11,12-EETA	nan	nan
MAM00391	15-HpETrE	nan	nan
MAM00392	15-keto-prostaglandin F2alpha	nan	nan
MAM00393	15-oxoETE	nan	nan
MAM00394	15-oxo-lipoxin A4	nan	nan
MAM00395	15-oxo-prostaglandin E2-glyceryl ester	nan	nan
MAM00396	16(R)-HETE	nan	nan
MAM00397	16(S)-hydroxy-18-oxo-18-CoA-LTE4	nan	nan
MAM00398	16,18-oxo-18-CoA-dinor-LTE4	nan	nan
MAM00399	16alpha-hydroxydehydroepiandrosterone	C05139	CHEBI:27771
MAM00400	16alpha-hydroxyestrone	C05300	CHEBI:776
MAM00401	16e-18-oxo-18-CoA-dinor-LTE4	nan	nan
MAM00402	16-glucuronide-estriol	C05504	nan
MAM00403	16-hydroxyhexadecanoic acid	nan	CHEBI:55329
MAM00404	16-peroxy-docosahexaenoate	nan	nan
MAM00405	17alpha,20alpha-dihydroxycholesterol	C05499	CHEBI:783
MAM00406	17alpha,21-dihydroxypregnenolone	C05487	CHEBI:27832
MAM00407	17alpha-hydroxypregnenolone sulfate	nan	nan
MAM00408	17alpha-hydroxypregnenolone	C05138	CHEBI:28750
MAM00409	17alpha-hydroxyprogesterone	C01176	CHEBI:17252
MAM00410	17beta-estradiol-2,3-quinone	nan	nan
MAM00411	17beta-estradiol-2,3-semiquinone	nan	nan
MAM00412	17beta-estradiol-3,4-quinone	nan	nan
MAM00413	17beta-estradiol-3,4-semiquinone	nan	nan
MAM00414	17-HETE	nan	nan
MAM00415	17-hydroperoxy-H4-neuroprostane	nan	nan
MAM00416	17-hydroxy-D4-neuroprostane	nan	nan
MAM00417	17-hydroxy-E4-neuroprostane	nan	nan
MAM00418	17-peroxy-docosahexaenoate	nan	nan
MAM00419	18(R)-hydroxy-20-oxo-20-CoA-LTE4	nan	nan
MAM00420	18,20-dioxo-20-CoA-LTB4	nan	nan
MAM00421	18-CoA-18-oxo-dinor-LTB4	nan	nan
MAM00422	18-COOH-(15E)-dinor-LTE4-CoA	nan	nan
MAM00423	18-COOH-(16E)-dinor-LTE5-CoA	nan	nan
MAM00424	18-COOH-LTB4	nan	nan
MAM00425	18-COOH-LTE4	nan	nan
MAM00426	18-HETE	nan	nan
MAM00427	18-hydroxy-all-trans-retinoate	C16679	nan
MAM00428	18-hydroxy-arachidonate	nan	nan
MAM00429	18-hydroxycorticosterone	nan	nan
MAM00430	19(S)-HETE	nan	nan
MAM00431	19-hydroxyandrostenedione	nan	nan
MAM00432	19-hydroxytestosterone	nan	nan
MAM00433	19-oxoandrostenedione	nan	nan
MAM00434	19-oxo-testosterone	nan	nan
MAM00435	1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene	C19489	nan
MAM00436	1-acylglycerol-3P-10,13,16,19-doco	nan	nan
MAM00437	1-acylglycerol-3P-10,13,16-docosa	nan	nan
MAM00438	1-acylglycerol-3P-10-heptade	nan	nan
MAM00439	1-acylglycerol-3P-11,14,17-eico	nan	nan
MAM00440	1-acylglycerol-3P-11,14-eicosa	nan	nan
MAM00441	1-acylglycerol-3P-11-docose	nan	nan
MAM00442	1-acylglycerol-3P-11-eico	nan	nan
MAM00443	1-acylglycerol-3P-12,15,18,21-tetra	nan	nan
MAM00444	1-acylglycerol-3P-13,16,19-doco	nan	nan
MAM00445	1-acylglycerol-3P-13,16-docosa	nan	nan
MAM00446	1-acylglycerol-3P-13-docose	nan	nan
MAM00447	1-acylglycerol-3P-13-eicose	nan	nan
MAM00448	1-acylglycerol-3P-13-octade	nan	nan
MAM00449	1-acylglycerol-3P-15-tetra	nan	nan
MAM00450	1-acylglycerol-3P-4,7,10,13,16,19-doco	nan	nan
MAM00451	1-acylglycerol-3P-4,7,10,13,16-docosa	nan	nan
MAM00452	1-acylglycerol-3P-5,8,11,14,17-eico	nan	nan
MAM00453	1-acylglycerol-3P-5,8,11-eico	nan	nan
MAM00454	1-acylglycerol-3P-5-tetrade	nan	nan
MAM00455	1-acylglycerol-3P-6,9,12,15,18,21-tetra	nan	nan
MAM00456	1-acylglycerol-3P-6,9,12,15,18-tetraco	nan	nan
MAM00457	1-acylglycerol-3P-6,9,12,15-octa	nan	nan
MAM00458	1-acylglycerol-3P-6,9-octa	nan	nan
MAM00459	1-acylglycerol-3P-7,10,13,16,19-docosa	nan	nan
MAM00460	1-acylglycerol-3P-7,10,13,16-docosa	nan	nan
MAM00461	1-acylglycerol-3P-7-hexade	nan	nan
MAM00462	1-acylglycerol-3P-7-octade	nan	nan
MAM00463	1-acylglycerol-3P-7-tetrade	nan	nan
MAM00464	1-acylglycerol-3P-8,11,14,17-eico	nan	nan
MAM00465	1-acylglycerol-3P-8,11-eico	nan	nan
MAM00466	1-acylglycerol-3P-9,12,15,18,21-tetra	nan	nan
MAM00467	1-acylglycerol-3P-9,12,15,18-tetraco	nan	nan
MAM00468	1-acylglycerol-3P-9-eicose	nan	nan
MAM00469	1-acylglycerol-3P-9-heptade	nan	nan
MAM00470	1-acylglycerol-3P-9-octade	nan	nan
MAM00471	1-acylglycerol-3P-9-tetrade	nan	nan
MAM00472	1-acylglycerol-3P-arach	nan	nan
MAM00473	1-acylglycerol-3P-bile-PC pool	C00681	CHEBI:16975
MAM00474	1-acylglycerol-3P-cis-vac	nan	nan
MAM00476	1-acylglycerol-3P-dihomo-gamma	nan	nan
MAM00477	1-acylglycerol-3P-docosa	nan	nan
MAM00478	1-acylglycerol-3P-eico	nan	nan
MAM00479	1-acylglycerol-3P-gamma-lin	nan	nan
MAM00480	1-acylglycerol-3P-heneico	nan	nan
MAM00481	1-acylglycerol-3P-heptade	nan	nan
MAM00482	1-acylglycerol-3P-hexacosa	nan	nan
MAM00483	1-acylglycerol-3P-hexecose	nan	nan
MAM00484	1-acylglycerol-3P-laur	nan	nan
MAM00485	1-acylglycerol-3P-LD-PC pool (liver tissue)	C00681	CHEBI:16975
MAM00486	1-acylglycerol-3P-LD-PE pool (liver tissue)	C00681	CHEBI:16975
MAM00487	1-acylglycerol-3P-LD-PI pool (liver tissue)	C00681	CHEBI:16975
MAM00488	1-acylglycerol-3P-LD-PS pool (liver tissue)	C00681	CHEBI:16975
MAM00489	1-acylglycerol-3P-LD-SM pool (liver tissue)	C00681	CHEBI:16975
MAM00490	1-acylglycerol-3P-LD-TG1 pool (liver tissue)	C00681	CHEBI:16975
MAM00491	1-acylglycerol-3P-lin	nan	nan
MAM00492	1-acylglycerol-3P-linolen	nan	nan
MAM00493	1-acylglycerol-3P-myrist	nan	nan
MAM00494	1-acylglycerol-3P-nanode	nan	nan
MAM00495	1-acylglycerol-3P-ol	nan	nan
MAM00496	1-acylglycerol-3P-palm	nan	nan
MAM00497	1-acylglycerol-3P-palmn	nan	nan
MAM00498	1-acylglycerol-3P-pentade	nan	nan
MAM00499	1-acylglycerol-3P-stea	nan	nan
MAM00500	1-acylglycerol-3P-tetraco	nan	nan
MAM00501	1-acylglycerol-3P-trico	nan	nan
MAM00502	1-acylglycerol-3P-tridec	nan	nan
MAM00503	1-acylglycerol-chylomicron pool	C01885	CHEBI:17408
MAM00504	1-acylglycerol-LD-PC pool	C01885	CHEBI:17408
MAM00505	1-acylglycerol-LD-PE pool	C01885	CHEBI:17408
MAM00506	1-acylglycerol-LD-PI pool	C01885	CHEBI:17408
MAM00507	1-acylglycerol-LD-PS pool	C01885	CHEBI:17408
MAM00508	1-acylglycerol-LD-SM pool	C01885	CHEBI:17408
MAM00509	1-acylglycerol-LD-TG1 pool	C01885	CHEBI:17408
MAM00510	1-acylglycerol-VLDL pool	C01885	CHEBI:17408
MAM00511	1-acyl-PE pool	C04438	nan
MAM00512	1-alkenyl-2-acylglycerol	C03454	nan
MAM00513	1-alkyl-2-acetyl-sn-glycerol	C03820	CHEBI:16291
MAM00514	1-alkyl-2-acylglycerol	C03201	CHEBI:52595
MAM00515	1-alkyl-2-acylglycerophosphoethanolamine	C04475	nan
MAM00516	1-alkyl-2-lysoglycerol-3-phosphocholine	C04317	nan
MAM00518	1-alpha,24R,25-trihydroxyvitamin D2	nan	nan
MAM00519	1-alpha,25-dihydroxyvitamin D2	nan	nan
MAM00520	1-deoxy-1-(N6-lysino)-D-fructose	nan	nan
MAM00521	1D-myo-inositol-1,3,4,5,6-pentakisphosphate	C01284	CHEBI:16322
MAM00522	1D-myo-inositol-1,3,4,5-tetrakisphosphate	C01272	CHEBI:16783
MAM00523	1D-myo-inositol-1,3,4,6-tetrakisphosphate	C04477	CHEBI:16155
MAM00524	1D-myo-inositol-1,3,4-trisphosphate	C01243	CHEBI:18228
MAM00525	1D-myo-inositol-1,4,5,6-tetrakisphosphate	C11555	CHEBI:16067
MAM00526	1D-myo-inositol-1,4-bisphosphate	C01220	CHEBI:17816
MAM00527	1D-myo-inositol-3,4,5,6-tetrakisphosphate	C04520	CHEBI:15844
MAM00528	1D-myo-inositol-3,4-bisphosphate	C04063	CHEBI:28858
MAM00529	1D-myo-inositol-3-phosphate	C04006	CHEBI:18169
MAM00530	1D-myo-inositol-4-phosphate	C03546	CHEBI:18384
MAM00531	1D-myo-inositol-bisdiphosphate-tetrakisphosphate	C18058	nan
MAM00532	1-hexadecylglycerol-3-phosphate	nan	nan
MAM00533	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether	nan	nan
MAM00534	1-lyso-2-arachidonoyl-phosphatidate	nan	nan
MAM00535	1-lysolecithin pool	C04233	nan
MAM00536	1-methylnicotinamide	C02918	CHEBI:16797
MAM00537	1-methylpyrrolinium	C06178	CHEBI:27435
MAM00538	1-naphthol	C11714	CHEBI:10319
MAM00539	1-naphthylamine	C14790	nan
MAM00540	1-nitro-5,6-dihydroxy-dihydronaphthalene	C14801	nan
MAM00541	1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	C14806	nan
MAM00542	1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	C14805	nan
MAM00543	1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	C14804	nan
MAM00544	1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	C14803	nan
MAM00545	1-nitronaphthalene	C14040	CHEBI:34104
MAM00546	1-nitronaphthalene-5,6-oxide	C14800	nan
MAM00547	1-nitronaphthalene-7,8-oxide	C14802	nan
MAM00548	1-nitrosonaphthalene	C14788	nan
MAM00549	1-organyl-2-lyso-sn-glycero-3-phosphocholine	C04317	nan
MAM00550	1-palmitoyl-dihydroxyacetone-phosphate	C01192	CHEBI:17868
MAM00551	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate	C11554	CHEBI:16152
MAM00552	1-phosphatidyl-1D-myo-inositol-3-phosphate	C04549	CHEBI:17283
MAM00553	1-phosphatidyl-1D-myo-inositol-4-phosphate	C01277	CHEBI:17526
MAM00554	1-phosphatidyl-1D-myo-inositol-5-phosphate	C11557	CHEBI:16500
MAM00555	1-phosphatidyl-myo-inositol-3,5-bisphosphate	C11556	nan
MAM00556	1-piperideine-6-carboxylate	C00450	CHEBI:49015
MAM00557	1-pyrroline	C15668	CHEBI:19092
MAM00558	1-pyrroline-2-carboxylate	C03564	CHEBI:36761
MAM00559	1-pyrroline-5-carboxylate	C03912	CHEBI:371
MAM00560	1-radyl-2-acyl-sn-glycero-3-phosphocholine	C05212	CHEBI:36702
MAM00561	2-(alpha-hydroxyethyl)thiamine-diphosphate	C05125	CHEBI:978
MAM00562	2(R),6-dimethyl-heptanoyl-CoA	nan	nan
MAM00563	2(S),6-dimethyl-heptanoyl-CoA	nan	nan
MAM00564	2(S)-pristanal	nan	nan
MAM00565	2-(S-glutathionyl)acetyl chloride	C14865	nan
MAM00566	2-(S-glutathionyl)acetyl glutathione	C14863	nan
MAM00567	2,2-dichloro-1,1-ethanediol	C14860	nan
MAM00568	2,2-dichloroacetaldehyde	C14858	nan
MAM00569	2,3-bisphospho-D-glycerate	C01159	CHEBI:17720
MAM00570	2,3-cyclic-UMP	C02355	nan
MAM00571	2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	C14848	nan
MAM00572	2,3-diketo-5-methylthiopentyl-1-phosphate	C15650	CHEBI:50604
MAM00573	2,3-diketo-L-gulonate	C04575	CHEBI:15622
MAM00574	2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine	C06148	nan
MAM00575	2,5-diaminopyrimidine nucleoside triphosphate	C05923	nan
MAM00576	2,5-dihydroxybenzoate	C00628	CHEBI:17189
MAM00577	2,6-dimethylheptanoyl-carnitine	nan	nan
MAM00578	2,6-dimethyl-trans-2-heptenoyl-CoA	nan	nan
MAM00579	20alpha,22beta dihydroxycholesterol	C05501	CHEBI:1294
MAM00580	20alpha-hydroxy-4-pregnen-3-one	C04042	CHEBI:36729
MAM00581	20-CoA-20-oxo-18r-hydroxy-LTB4	nan	nan
MAM00582	20-CoA-20-oxo-LTB4	nan	nan
MAM00583	20-COOH-10,11-dihydro-LTB4	nan	nan
MAM00584	20-COOH-18-oxo-LTE4-CoA	nan	nan
MAM00585	20-COOH-LTB4	C05950	CHEBI:27562
MAM00586	20-COOH-LTE4	nan	nan
MAM00587	20-COOH-LTE4-CoA	nan	nan
MAM00588	20-dihydroxy-LTB4	nan	nan
MAM00589	20-hydroperoxy-H4-neuroprostane	nan	nan
MAM00590	20-hydroxy-5S-HETE	nan	nan
MAM00591	20-hydroxy-arachidonate	C14748	CHEBI:34306
MAM00592	20-hydroxycholesterol	C05500	CHEBI:1296
MAM00593	20-hydroxy-D4-neuroprostane	nan	nan
MAM00594	20-hydroxy-E4-neuroprostane	nan	nan
MAM00595	20-hydroxy-LTB5	nan	nan
MAM00596	20-hydroxy-LTE4	C03577	CHEBI:28700
MAM00597	20-OH-10,11-dihydro-LTB4	nan	nan
MAM00598	20-OH-hepoxilin A3	nan	nan
MAM00599	20-OH-LTB4	C04853	CHEBI:15646
MAM00600	20-oxo-LTB4	nan	nan
MAM00601	20-oxo-LTE4	nan	nan
MAM00602	20-trihydroxy-LTB4	nan	nan
MAM00603	21-deoxycortisol	C05497	nan
MAM00604	21-hydroxyallopregnanolone	C13713	CHEBI:805752
MAM00605	21-hydroxypregnenolone	C05485	CHEBI:28043
MAM00606	22beta-hydroxycholesterol	C05502	CHEBI:1301
MAM00607	23S,25,26-trihydroxyvitamin D3	nan	nan
MAM00608	23s,25-dihydroxyvitamin D3	nan	nan
MAM00609	24,25-dihydrolanosterol	C05109	CHEBI:28113
MAM00610	24-hydroxycholesterol	C13550	CHEBI:34310
MAM00611	24-oxo-1alpha,23,25-trihydroxyvitamin D3	nan	nan
MAM00612	24-oxo-1alpha,25-dihydroxyvitamin D3	nan	nan
MAM00613	24R,25-dihyoxyvitamin D2	nan	nan
MAM00614	25(R)DHCA-CoA	C04644	CHEBI:15494
MAM00615	25(R)TetraHCA-CoA	nan	nan
MAM00616	25(R)THCA-CoA	C15613	CHEBI:37642
MAM00617	25(S)DHCA-CoA	C17346	nan
MAM00618	25(S)THCA-CoA	C17343	CHEBI:37643
MAM00619	25-hydroxycholesterol	nan	nan
MAM00620	25-hydroxyvitamin D2	nan	nan
MAM00621	25-hydroxyvitamin D3-26,23-lactol	nan	nan
MAM00622	25-hydroxyvitamin D3-26,23-lactone	nan	nan
MAM00623	26-hydroxycholesterol	C06340	CHEBI:387060
MAM00624	27alpha-hydroxy-7-dehydrocholesterol	nan	nan
MAM00625	27-hydroxycholesterol	nan	nan
MAM00626	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	C04598	CHEBI:36707
MAM00627	2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	C15647	nan
MAM00628	2-acyl-1-alkyl-sn-glycero-3-phosphate	C05977	nan
MAM00629	2-amino-3-carboxymuconate semialdehyde	C04409	CHEBI:995
MAM00630	2-amino-3-oxoadipate	C05520	nan
MAM00631	2-aminoadipate 6-semialdehyde	C01475	CHEBI:17027
MAM00632	2-aminoethylphosphonate	C03557	CHEBI:15573
MAM00633	2-aminomuconate semialdehyde	C03824	CHEBI:15745
MAM00634	2-aminomuconate	C02220	CHEBI:16886
MAM00635	2-arachidonoylglycerol	C13856	CHEBI:52392
MAM00636	2-bromoacetaldehyde	C14870	nan
MAM00637	2-bromophenol	C14841	nan
MAM00638	2-carboxy-2,3-dihydro-5,6-dihydroxyindole	C05604	CHEBI:60872
MAM00639	2-deoxy-D-ribose-1-phosphate	C00672	CHEBI:28542
MAM00640	2-deoxy-D-ribose-5-phosphate	C00673	CHEBI:16132
MAM00641	2-hydroxy-17beta-estradiol-1-S-glutathione	nan	nan
MAM00642	2-hydroxy-17beta-estradiol-4-S-glutathione	nan	nan
MAM00643	2-hydroxy-3-(4-hydroxyphenyl)propenoate	C05350	CHEBI:27683
MAM00644	2-hydroxy-3-methoxy-17beta-estradiol	nan	nan
MAM00645	2-hydroxy-3-methoxyestrone	nan	nan
MAM00646	2-hydroxy-3-oxopropanoate	C01146	CHEBI:16992
MAM00647	2-hydroxy-3-phenylpropenoate	C02763	nan
MAM00648	2-hydroxybutyrate	C05984	CHEBI:1148
MAM00649	2-hydroxyestradiol-17beta	C05301	CHEBI:28744
MAM00650	2-hydroxyestrone	C05298	CHEBI:1156
MAM00651	2-hydroxyestrone-1-S-glutathione	nan	nan
MAM00652	2-hydroxyestrone-4-S-glutathione	nan	nan
MAM00653	2-hydroxyglutarate	C02630	CHEBI:17084
MAM00654	2-hydroxyphenylacetate	C05852	CHEBI:28478
MAM00655	2-hydroxyphytanoyl-CoA	nan	nan
MAM00656	2-lysolecithin pool	C04230	CHEBI:17504
MAM00657	2-methoxy-6-(all-trans-decaprenyl)phenol	nan	CHEBI:50774
MAM00658	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	nan	nan
MAM00659	2-methoxyestradiol-17beta	C05302	CHEBI:28955
MAM00660	2-methoxyestrone	C05299	CHEBI:1189
MAM00661	2-methyl-3-oxopropanoate	C00349	CHEBI:16256
MAM00662	2-methylacetoacetyl-CoA	C03344	CHEBI:15476
MAM00663	2-methylbutyryl-CoA	C01033	CHEBI:15477
MAM00664	2-methylbutyrylglycine	nan	CHEBI:240943
MAM00665	2-methylcitrate	C02225	CHEBI:30835
MAM00666	2-methylglutaconic acid	nan	nan
MAM00667	2-methylglutaconyl-CoA	nan	nan
MAM00668	2-naphthol	C11713	CHEBI:10432
MAM00669	2-oxo-3-methylvalerate	C03465	CHEBI:35932
MAM00670	2-oxoadipate	C00322	CHEBI:15753
MAM00671	2-oxobutyrate	C00109	CHEBI:30831
MAM00672	2-oxoglutaramate	C00940	CHEBI:30882
MAM00673	2-phenylacetamide	C02505	CHEBI:16562
MAM00674	2-phospho-D-glycerate	C00631	CHEBI:17835
MAM00675	2-phosphoglycolate	C00988	CHEBI:17150
MAM00676	2-S-glutathionyl acetate	C14862	nan
MAM00677	2-trans,6-trans-farnesal	C03461	CHEBI:15894
MAM00678	2-trans-4-cis-decadienoyl-CoA	nan	nan
MAM00679	2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA	nan	nan
MAM00680	2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA	nan	nan
MAM00681	2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA	nan	nan
MAM00682	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	nan	nan
MAM00683	3-(acyloxy)acyl group of bacterial toxin	C11547	nan
MAM00684	3-(methylthio)propionic acid	C08276	CHEBI:1438
MAM00685	3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA	nan	nan
MAM00686	3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	nan	nan
MAM00687	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	nan	nan
MAM00688	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	nan	nan
MAM00689	3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	nan	nan
MAM00690	3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	nan	nan
MAM00691	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	nan	nan
MAM00692	3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate	nan	nan
MAM00693	3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate	nan	nan
MAM00694	3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate	nan	nan
MAM00695	3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate	nan	nan
MAM00696	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA	nan	nan
MAM00697	3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA	nan	nan
MAM00698	3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA	nan	nan
MAM00699	3(S)-hydroxy-11-cis-docosenoyl-CoA	nan	nan
MAM00700	3(S)-hydroxy-11-cis-eicosenoyl-CoA	nan	nan
MAM00701	3(S)-hydroxy-13-cis-docosenoyl-CoA	nan	nan
MAM00702	3(S)-hydroxy-13-cis-eicosenoyl-CoA	nan	nan
MAM00703	3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA	nan	nan
MAM00704	3(S)-hydroxy-3-oxo-eicosadienoyl-CoA	nan	nan
MAM00705	3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA	nan	nan
MAM00706	3(S)-hydroxy-4-methyl-pentanoyl-CoA	nan	nan
MAM00707	3(S)-hydroxy-9-cis-eicosenoyl-CoA	nan	nan
MAM00708	3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA	nan	nan
MAM00709	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA	nan	nan
MAM00710	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA	nan	nan
MAM00711	3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	nan	nan
MAM00712	3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA	nan	nan
MAM00713	3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	nan	nan
MAM00714	3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	nan	nan
MAM00715	3(S)-hydroxy-hexacosenoyl-CoA	nan	nan
MAM00716	3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	nan	nan
MAM00717	3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA	nan	nan
MAM00718	3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA	nan	nan
MAM00719	3,3,5-triiodo-L-thyronine-beta-D-glucuronoside	nan	nan
MAM00720	3,3-diiodo-L-thyronine	nan	nan
MAM00721	3,3-diiodo-L-thyronine-4-O-sulfate	nan	nan
MAM00722	3,3-diiodo-L-thyronine-beta-D-glucuronoside	nan	nan
MAM00723	3,4-dihydro-1,4-benzothiazine-3-carboxylate	nan	nan
MAM00724	3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	C14847	nan
MAM00725	3,4-dihydroxy-5-all-trans-decaprenylbenzoate	nan	nan
MAM00726	3,4-dihydroxymandelaldehyde	C05577	nan
MAM00727	3,4-dihydroxymandelate	C05580	nan
MAM00728	3,4-dihydroxyphenylacetaldehyde	C04043	CHEBI:27978
MAM00729	3,4-dihydroxyphenylacetate	C01161	CHEBI:41941
MAM00730	3,4-dihydroxyphenylethyleneglycol	C05576	CHEBI:1387
MAM00731	3,4-epoxynonanal	nan	nan
MAM00732	3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside	nan	nan
MAM00733	3,5,3-triiodo-L-thyronine-beta-D-glucuronoside	nan	nan
MAM00734	3,5,3-triiodothyronine-4-sulfate	nan	CHEBI:35432
MAM00735	3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine	nan	nan
MAM00736	3,5-diiodo-L-thyronine	nan	nan
MAM00737	3,5-diiodo-L-thyronine-4-O-sulfate	nan	nan
MAM00738	3,5-diiodo-L-thyronine-beta-D-glucuronoside	nan	nan
MAM00739	3,5-diiodo-L-tyrosine	C01060	CHEBI:15768
MAM00740	3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	nan	nan
MAM00741	3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	nan	nan
MAM00742	3,7,24THCA	nan	nan
MAM00743	3,7,24THCA-CoA	nan	nan
MAM00744	3,8-LD1	G00064	nan
MAM00745	3alpha,12alpha-dihydroxy-5beta-cholanate	C04483	CHEBI:28834
MAM00746	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al	nan	nan
MAM00747	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	nan	nan
MAM00748	3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA	C05467	CHEBI:27379
MAM00749	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA	C05460	CHEBI:27505
MAM00750	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al	C01301	CHEBI:48940
MAM00751	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al	C01301	CHEBI:48940
MAM00752	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate	C04722	CHEBI:48043
MAM00753	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al	nan	nan
MAM00754	3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa	C05449	CHEBI:28533
MAM00755	3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA	C05447	CHEBI:27393
MAM00756	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	C05445	CHEBI:27428
MAM00757	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al	nan	nan
MAM00758	3alpha,7alpha-dihydroxy-5beta-cholestanate	C04554	CHEBI:48467
MAM00759	3alpha-hydroxy-5alpha-pregnan-20-one	C13712	nan
MAM00760	3-amino-propanal	C05665	CHEBI:58374
MAM00761	3beta,7alpha-dihydroxy-5-cholestenoate	nan	nan
MAM00762	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C04903	G00157
MAM00763	3beta-hydroxy-5-cholestenal	nan	nan
MAM00764	3beta-hydroxy-5-cholestene-27-oate	nan	nan
MAM00765	3-carboxy-1-hydroxypropyl-ThPP	C05381	CHEBI:1463
MAM00766	3-carboxy-alpha-chromanol	nan	nan
MAM00767	3-decaprenyl-4-hydroxybenzoate	nan	nan
MAM00768	3-dehydro-L-gulonate	C00618	CHEBI:16142
MAM00769	3-dehydrosphinganine	C02934	CHEBI:17862
MAM00770	3-demethylubiquinol-10	nan	nan
MAM00771	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid	nan	nan
MAM00772	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate	nan	nan
MAM00773	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	C11947	nan
MAM00774	3-hydroxyacyl group of bacterial toxin	C11548	nan
MAM00775	3-hydroxyanthranilate	C00632	CHEBI:15793
MAM00776	3-hydroxydocosanoyl-CoA	nan	nan
MAM00777	3-hydroxyeicosanoyl-CoA	nan	nan
MAM00778	3-hydroxyheneicosanoyl-CoA	nan	nan
